Year,Short Name,Region,FertilityRate,GDPperCapita
1997,Mongolia,East Asia & Pacific,2.43,1525
1997,Montenegro,Europe & Central Asia,1.93,5016
1997,Morocco,Middle East & North Africa,3.04,1853
1997,Mozambique,Sub-Saharan Africa,5.88,226
1997,Myanmar,East Asia & Pacific,2.97,270
1997,Namibia,Sub-Saharan Africa,4.35,3704
1997,Nepal,South Asia,4.47,426
1997,Netherlands,Europe & Central Asia,1.56,41118
1997,New Zealand,East Asia & Pacific,1.96,27180
1997,Nicaragua,Latin America & Caribbean,3.47,1186
1997,Niger,Sub-Saharan Africa,7.71,332
1997,Nigeria,Sub-Saharan Africa,6.19,1376
1997,North Macedonia,Europe & Central Asia,1.86,3112
1997,Norway,Europe & Central Asia,1.86,77098
1997,Oman,Middle East & North Africa,4.63,17445
1997,Pakistan,South Asia,5.05,822
1997,Panama,Latin America & Caribbean,2.81,5091
1997,Papua New Guinea,East Asia & Pacific,4.63,1950
1997,Paraguay,Latin America & Caribbean,3.91,3958
1997,Peru,Latin America & Caribbean,3.14,3329
1997,Philippines,East Asia & Pacific,3.92,1603
1997,Poland,Europe & Central Asia,1.51,7373
1997,Portugal,Europe & Central Asia,1.47,19381
1997,Puerto Rico,Latin America & Caribbean,1.9,21322
1997,Romania,Europe & Central Asia,1.32,4880
1997,Russia,Europe & Central Asia,1.22,5804
1997,Rwanda,Sub-Saharan Africa,5.94,327
1997,Samoa,East Asia & Pacific,4.64,2512
1997,Saudi Arabia,Middle East & North Africa,4.53,18588
1997,Senegal,Sub-Saharan Africa,5.77,1021
1997,Serbia,Europe & Central Asia,1.6,3475
1997,Seychelles,Sub-Saharan Africa,2.1,9164
1997,Sierra Leone,Sub-Saharan Africa,6.51,302
1997,Singapore,East Asia & Pacific,1.61,31363
1997,Slovak Republic,Europe & Central Asia,1.43,9811
1997,Slovenia,Europe & Central Asia,1.25,16422
1997,Solomon Islands,East Asia & Pacific,4.97,1567
1997,South Africa,Sub-Saharan Africa,2.97,5703
1997,Spain,Europe & Central Asia,1.15,25008
1997,Sri Lanka,South Asia,2.25,1602
1997,St. Kitts and Nevis,Latin America & Caribbean,2.4,12407
1997,St. Lucia,Latin America & Caribbean,2.64,6887
1997,St. Vincent and the Grenadines,Latin America & Caribbean,2.58,4365
1997,Sudan,Sub-Saharan Africa,5.69,954
1997,Suriname,Latin America & Caribbean,2.99,5743
1997,Sweden,Europe & Central Asia,1.52,39283
1997,Switzerland,Europe & Central Asia,1.48,63128
1997,Tajikistan,Europe & Central Asia,4.33,368
1997,Tanzania,Sub-Saharan Africa,5.78,486
1997,Thailand,East Asia & Pacific,1.78,3545
1997,The Bahamas,Latin America & Caribbean,2.36,28061
1997,The Gambia,Sub-Saharan Africa,6,498
1997,Togo,Sub-Saharan Africa,5.59,580
1997,Tonga,East Asia & Pacific,4.34,3012
1997,Trinidad and Tobago,Latin America & Caribbean,1.84,7877
1997,Tunisia,Middle East & North Africa,2.38,2669
1997,Turkey,Europe & Central Asia,2.66,8187
1997,Turkmenistan,Europe & Central Asia,3.15,1876
1997,Uganda,Sub-Saharan Africa,6.97,388
1997,Ukraine,Europe & Central Asia,1.27,1704
1997,United Arab Emirates,Middle East & North Africa,3.06,64176
1997,United Kingdom,Europe & Central Asia,1.72,32556
1997,United States,North America,1.97,40966
1997,Uruguay,Latin America & Caribbean,2.33,9089
1997,Uzbekistan,Europe & Central Asia,3.08,750
1997,Vanuatu,East Asia & Pacific,4.61,2709
1997,Venezuela,Latin America & Caribbean,2.97,12787
1997,Vietnam,East Asia & Pacific,2.36,667
1997,West Bank and Gaza,Middle East & North Africa,5.91,2060
1997,Yemen,Middle East & North Africa,6.99,1061
1997,Zambia,Sub-Saharan Africa,6.12,944
1997,Zimbabwe,Sub-Saharan Africa,4.24,1486
1998,Albania,Europe & Central Asia,2.33,1836
1998,Algeria,Middle East & North Africa,2.8,3397
1998,Angola,Sub-Saharan Africa,6.73,2205
1998,Antigua and Barbuda,Latin America & Caribbean,2.3,11335
1998,Argentina,Latin America & Caribbean,2.62,8729
1998,Armenia,Europe & Central Asia,1.75,1268
1998,Aruba,Latin America & Caribbean,1.94,27152
1998,Australia,East Asia & Pacific,1.76,41554
1998,Austria,Europe & Central Asia,1.37,39405
1998,Azerbaijan,Europe & Central Asia,2,1392
1998,Bahrain,Middle East & North Africa,2.92,22635
1998,Bangladesh,South Asia,3.37,481
1998,Barbados,Latin America & Caribbean,1.74,14682
1998,Belarus,Europe & Central Asia,1.3,2609
1998,Belgium,Europe & Central Asia,1.6,37605
1998,Belize,Latin America & Caribbean,3.81,3352
1998,Benin,Sub-Saharan Africa,6.12,661
1998,Bhutan,South Asia,4,1100
1998,Bolivia,Latin America & Caribbean,4.24,1632
1998,Bosnia and Herzegovina,Europe & Central Asia,1.62,2608
1998,Botswana,Sub-Saharan Africa,3.61,4586
1998,Brazil,Latin America & Caribbean,2.43,8622
1998,Brunei,East Asia & Pacific,2.44,35382
1998,Bulgaria,Europe & Central Asia,1.11,4079
1998,Burkina Faso,Sub-Saharan Africa,6.7,421
1998,Burundi,Sub-Saharan Africa,7.13,241
1998,Cabo Verde,Sub-Saharan Africa,4.07,1788
1998,Cambodia,East Asia & Pacific,4.15,362
1998,Cameroon,Sub-Saharan Africa,5.72,1133
1998,Canada,North America,1.53,40132
1998,Central African Republic,Sub-Saharan Africa,5.54,426
1998,Chad,Sub-Saharan Africa,7.41,505
1998,Chile,Latin America & Caribbean,2.18,9255
1998,China,East Asia & Pacific,1.5,1542
1998,Colombia,Latin America & Caribbean,2.48,4977
1998,Comoros,Sub-Saharan Africa,5.55,1206
1998,Congo,Sub-Saharan Africa,5.11,2388
1998,Costa Rica,Latin America & Caribbean,2.56,6015
1998,C?te d'Ivoire,Sub-Saharan Africa,6.01,1411
1998,Croatia,Europe & Central Asia,1.45,10036
1998,Cuba,Latin America & Caribbean,1.63,3112
1998,Cyprus,Europe & Central Asia,1.86,24516
1998,Czech Republic,Europe & Central Asia,1.16,13947
1998,Dem. Rep. Congo,Sub-Saharan Africa,6.77,342
1998,Denmark,Europe & Central Asia,1.72,52641
1998,Dominican Republic,Latin America & Caribbean,2.97,3740
1998,Ecuador,Latin America & Caribbean,3.16,3966
1998,Egypt,Middle East & North Africa,3.37,1794
1998,El Salvador,Latin America & Caribbean,3.26,2640
1998,Equatorial Guinea,Sub-Saharan Africa,5.91,4002
1998,Eritrea,Sub-Saharan Africa,5.55,621
1998,Estonia,Europe & Central Asia,1.28,9293
1998,Eswatini,Sub-Saharan Africa,4.39,2916
1998,Ethiopia,Sub-Saharan Africa,6.77,187
1998,Fiji,East Asia & Pacific,3.17,3142
1998,Finland,Europe & Central Asia,1.7,36825
1998,France,Europe & Central Asia,1.78,36238
1998,Gabon,Sub-Saharan Africa,4.72,11926
1998,Georgia,Europe & Central Asia,1.69,1424
1998,Germany,Europe & Central Asia,1.36,36259
1998,Ghana,Sub-Saharan Africa,4.97,940
1998,Greece,Europe & Central Asia,1.24,21903
1998,Greenland,Europe & Central Asia,2.46,29703
1998,Grenada,Latin America & Caribbean,2.76,5689
1998,Guatemala,Latin America & Caribbean,4.8,2485
1998,Guinea,Sub-Saharan Africa,6.21,558
1998,Guinea-Bissau,Sub-Saharan Africa,6.01,517
1998,Guyana,Latin America & Caribbean,3.05,2332
1998,Haiti,Latin America & Caribbean,4.55,766
1998,Honduras,Latin America & Caribbean,4.29,1603
1998,"Hong Kong SAR, China",East Asia & Pacific,1.02,21241
1998,Hungary,Europe & Central Asia,1.32,9703
1998,Iceland,Europe & Central Asia,2.05,34515
1998,India,South Asia,3.45,761
1998,Indonesia,East Asia & Pacific,2.54,2084
1998,Iran,Middle East & North Africa,2.53,4635
1998,Iraq,Middle East & North Africa,5.11,3840
1998,Ireland,Europe & Central Asia,1.94,36318
1998,Israel,Middle East & North Africa,2.98,25971
1998,Italy,Europe & Central Asia,1.21,34372
1998,Jamaica,Latin America & Caribbean,2.67,4638
1998,Japan,East Asia & Pacific,1.38,41277
1998,Jordan,Middle East & North Africa,4.23,2699
1998,Kazakhstan,Europe & Central Asia,1.8,3934
1998,Kenya,Sub-Saharan Africa,5.3,855
1998,Kiribati,East Asia & Pacific,4.17,1704
1998,Korea,East Asia & Pacific,1.45,12652
1998,Kuwait,Middle East & North Africa,2.9,38875
1998,Kyrgyz Republic,Europe & Central Asia,2.7,615
1998,Lao PDR,East Asia & Pacific,4.72,613
1998,Latvia,Europe & Central Asia,1.09,6298
1998,Lebanon,Middle East & North Africa,2.39,6998
1998,Lesotho,Sub-Saharan Africa,4.3,852
1998,Lithuania,Europe & Central Asia,1.46,6660
1998,Luxembourg,Europe & Central Asia,1.68,81771
1998,"Macao SAR, China",East Asia & Pacific,1.06,22780
1998,Madagascar,Sub-Saharan Africa,5.75,418
1998,Malawi,Sub-Saharan Africa,6.26,391
1998,Malaysia,East Asia & Pacific,3.04,6361
1998,Maldives,South Asia,3.4,5457
1998,Mali,Sub-Saharan Africa,6.95,554
1998,Malta,Middle East & North Africa,1.84,16577
1998,Mauritania,Sub-Saharan Africa,5.58,988
1998,Mauritius,Sub-Saharan Africa,1.97,5083
1998,Mexico,Latin America & Caribbean,2.82,8589
1998,Micronesia,East Asia & Pacific,4.47,2534
1998,Moldova,Europe & Central Asia,1.62,978
1998,Mongolia,East Asia & Pacific,2.31,1562
1998,Montenegro,Europe & Central Asia,1.91,5278
1998,Morocco,Middle East & North Africa,2.93,1962
1998,Mozambique,Sub-Saharan Africa,5.85,247
1998,Myanmar,East Asia & Pacific,2.95,282
1998,Namibia,Sub-Saharan Africa,4.23,3717
1998,Nepal,South Asia,4.33,430
1998,Netherlands,Europe & Central Asia,1.63,42715
1998,New Zealand,East Asia & Pacific,1.89,27227
1998,Nicaragua,Latin America & Caribbean,3.33,1209
1998,Niger,Sub-Saharan Africa,7.7,353
1998,Nigeria,Sub-Saharan Africa,6.16,1376
1998,North Macedonia,Europe & Central Asia,1.81,3197
1998,Norway,Europe & Central Asia,1.81,78652
1998,Oman,Middle East & North Africa,4.3,17889
1998,Pakistan,South Asia,4.89,822
1998,Panama,Latin America & Caribbean,2.79,5355
1998,Papua New Guinea,East Asia & Pacific,4.6,1828
1998,Paraguay,Latin America & Caribbean,3.8,3876
1998,Peru,Latin America & Caribbean,3.06,3267
1998,Philippines,East Asia & Pacific,3.89,1559
1998,Poland,Europe & Central Asia,1.44,7710
1998,Portugal,Europe & Central Asia,1.47,20207
1998,Puerto Rico,Latin America & Caribbean,1.9,22372
1998,Romania,Europe & Central Asia,1.32,4788
1998,Russia,Europe & Central Asia,1.23,5506
1998,Rwanda,Sub-Saharan Africa,5.84,329
1998,Samoa,East Asia & Pacific,4.59,2556
1998,Saudi Arabia,Middle East & North Africa,4.33,18764
1998,Senegal,Sub-Saharan Africa,5.67,1056
1998,Seychelles,Sub-Saharan Africa,2.04,9741
1998,Sierra Leone,Sub-Saharan Africa,6.46,304
1998,Singapore,East Asia & Pacific,1.48,29641
1998,Slovak Republic,Europe & Central Asia,1.37,10191
1998,Slovenia,Europe & Central Asia,1.23,16999
1998,Solomon Islands,East Asia & Pacific,4.87,1551
1998,South Africa,Sub-Saharan Africa,2.92,5639
1998,Spain,Europe & Central Asia,1.13,25977
1998,Sri Lanka,South Asia,2.24,1669
1998,St. Lucia,Latin America & Caribbean,2.5,7218
1998,St. Vincent and the Grenadines,Latin America & Caribbean,2.51,4547
1998,Sudan,Sub-Saharan Africa,5.61,967
1998,Suriname,Latin America & Caribbean,2.94,5804
1998,Sweden,Europe & Central Asia,1.5,40921
1998,Switzerland,Europe & Central Asia,1.47,64822
1998,Tajikistan,Europe & Central Asia,4.19,382
1998,Tanzania,Sub-Saharan Africa,5.74,492
1998,Thailand,East Asia & Pacific,1.74,3236
1998,The Bahamas,Latin America & Caribbean,2.26,29071
1998,The Gambia,Sub-Saharan Africa,5.98,501
1998,Togo,Sub-Saharan Africa,5.52,549
1998,Tonga,East Asia & Pacific,4.3,3080
1998,Trinidad and Tobago,Latin America & Caribbean,1.8,8505
1998,Tunisia,Middle East & North Africa,2.29,2763
1998,Turkey,Europe & Central Asia,2.61,8245
1998,Turkmenistan,Europe & Central Asia,3.01,1983
1998,Uganda,Sub-Saharan Africa,6.94,394
1998,Ukraine,Europe & Central Asia,1.21,1687
1998,United Arab Emirates,Middle East & North Africa,2.91,61231
1998,United Kingdom,Europe & Central Asia,1.71,33480
1998,United States,North America,2,42293
1998,Uruguay,Latin America & Caribbean,2.29,9439
1998,Uzbekistan,Europe & Central Asia,2.82,770
1998,Vanuatu,East Asia & Pacific,4.54,2777
1998,Venezuela,Latin America & Caribbean,2.92,12575
1998,Vietnam,East Asia & Pacific,2.21,697
1998,West Bank and Gaza,Middle East & North Africa,5.73,2296
1998,Yemen,Middle East & North Africa,6.74,1093
1998,Zambia,Sub-Saharan Africa,6.09,913
1998,Zimbabwe,Sub-Saharan Africa,4.16,1506
1999,Albania,Europe & Central Asia,2.25,2085
1999,Algeria,Middle East & North Africa,2.64,3457
1999,Angola,Sub-Saharan Africa,6.68,2190
1999,Antigua and Barbuda,Latin America & Caribbean,2.32,11471
1999,Argentina,Latin America & Caribbean,2.59,8340
1999,Armenia,Europe & Central Asia,1.69,1318
1999,Aruba,Latin America & Caribbean,1.9,26954
1999,Australia,East Asia & Pacific,1.76,43144
1999,Austria,Europe & Central Asia,1.34,40727
1999,Azerbaijan,Europe & Central Asia,2.07,1482
1999,Bahrain,Middle East & North Africa,2.86,22761
1999,Bangladesh,South Asia,3.27,493
1999,Barbados,Latin America & Caribbean,1.74,14676
1999,Belarus,Europe & Central Asia,1.31,2709
1999,Belgium,Europe & Central Asia,1.62,38856
1999,Belize,Latin America & Caribbean,3.7,3513
1999,Benin,Sub-Saharan Africa,6.04,676
1999,Bhutan,South Asia,3.8,1155
1999,Bolivia,Latin America & Caribbean,4.15,1607
1999,Bosnia and Herzegovina,Europe & Central Asia,1.56,2852
1999,Botswana,Sub-Saharan Africa,3.49,4940
1999,Brazil,Latin America & Caribbean,2.37,8532
1999,Brunei,East Asia & Pacific,2.33,35672
1999,Bulgaria,Europe & Central Asia,1.23,3757
1999,Burkina Faso,Sub-Saharan Africa,6.65,439
1999,Burundi,Sub-Saharan Africa,7.07,235
1999,Cabo Verde,Sub-Saharan Africa,3.91,1947
1999,Cambodia,East Asia & Pacific,3.97,398
1999,Cameroon,Sub-Saharan Africa,5.65,1152
1999,Canada,North America,1.51,41856
1999,Central African Republic,Sub-Saharan Africa,5.52,431
1999,Chad,Sub-Saharan Africa,7.38,484
1999,Chile,Latin America & Caribbean,2.14,9101
1999,China,East Asia & Pacific,1.49,1646
1999,Colombia,Latin America & Caribbean,2.43,4697
1999,Comoros,Sub-Saharan Africa,5.47,1198
1999,Congo,Sub-Saharan Africa,5.11,2261
1999,Costa Rica,Latin America & Caribbean,2.46,6120
1999,C?te d'Ivoire,Sub-Saharan Africa,5.93,1397
1999,Croatia,Europe & Central Asia,1.38,9985
1999,Cuba,Latin America & Caribbean,1.63,3291
1999,Cyprus,Europe & Central Asia,1.78,25455
1999,Czech Republic,Europe & Central Asia,1.13,14161
1999,Dem. Rep. Congo,Sub-Saharan Africa,6.76,320
1999,Denmark,Europe & Central Asia,1.73,54014
1999,Dominican Republic,Latin America & Caribbean,2.93,3899
1999,Ecuador,Latin America & Caribbean,3.09,3707
1999,Egypt,Middle East & North Africa,3.29,1868
1999,El Salvador,Latin America & Caribbean,3.14,2676
1999,Equatorial Guinea,Sub-Saharan Africa,5.88,4831
1999,Eritrea,Sub-Saharan Africa,5.43,606
1999,Estonia,Europe & Central Asia,1.3,9186
1999,Eswatini,Sub-Saharan Africa,4.28,2946
1999,Ethiopia,Sub-Saharan Africa,6.66,191
1999,Fiji,East Asia & Pacific,3.13,3392
1999,Finland,Europe & Central Asia,1.73,38372
1999,France,Europe & Central Asia,1.81,37280
1999,Gabon,Sub-Saharan Africa,4.63,10593
1999,Georgia,Europe & Central Asia,1.64,1495
1999,Germany,Europe & Central Asia,1.36,36955
1999,Ghana,Sub-Saharan Africa,4.9,958
1999,Greece,Europe & Central Asia,1.23,22489
1999,Greenland,Europe & Central Asia,2.42,30112
1999,Grenada,Latin America & Caribbean,2.67,6074
1999,Guatemala,Latin America & Caribbean,4.7,2523
1999,Guinea,Sub-Saharan Africa,6.15,569
1999,Guinea-Bissau,Sub-Saharan Africa,5.91,513
1999,Guyana,Latin America & Caribbean,3.04,2410
1999,Haiti,Latin America & Caribbean,4.43,773
1999,Honduras,Latin America & Caribbean,4.17,1550
1999,"Hong Kong SAR, China",East Asia & Pacific,0.98,21567
1999,Hungary,Europe & Central Asia,1.28,10041
1999,Iceland,Europe & Central Asia,1.99,35428
1999,India,South Asia,3.38,813
1999,Indonesia,East Asia & Pacific,2.52,2072
1999,Iran,Middle East & North Africa,2.36,4591
1999,Iraq,Middle East & North Africa,5,4379
1999,Ireland,Europe & Central Asia,1.9,39724
1999,Israel,Middle East & North Africa,2.97,26233
1999,Italy,Europe & Central Asia,1.23,34902
1999,Jamaica,Latin America & Caribbean,2.62,4645
1999,Japan,East Asia & Pacific,1.34,41098
1999,Jordan,Middle East & North Africa,4.13,2743
1999,Kazakhstan,Europe & Central Asia,1.7,4078
1999,Kenya,Sub-Saharan Africa,5.24,851
1999,Kiribati,East Asia & Pacific,4.11,1649
1999,Korea,East Asia & Pacific,1.41,13983
1999,Kuwait,Middle East & North Africa,2.89,35824
1999,Kyrgyz Republic,Europe & Central Asia,2.6,628
1999,Lao PDR,East Asia & Pacific,4.51,646
1999,Latvia,Europe & Central Asia,1.16,6516
1999,Lebanon,Middle East & North Africa,2.31,6867
1999,Lesotho,Sub-Saharan Africa,4.2,847
1999,Libya,Middle East & North Africa,2.98,8783
1999,Lithuania,Europe & Central Asia,1.46,6631
1999,Luxembourg,Europe & Central Asia,1.74,87516
1999,"Macao SAR, China",East Asia & Pacific,1,21777
1999,Madagascar,Sub-Saharan Africa,5.65,424
1999,Malawi,Sub-Saharan Africa,6.2,390
1999,Malaysia,East Asia & Pacific,2.91,6590
1999,Maldives,South Asia,3.16,5683
1999,Mali,Sub-Saharan Africa,6.92,570
1999,Malta,Middle East & North Africa,1.73,17257
1999,Marshall Islands,East Asia & Pacific,5.71,2476
1999,Mauritania,Sub-Saharan Africa,5.51,1032
1999,Mauritius,Sub-Saharan Africa,2.05,5150
1999,Mexico,Latin America & Caribbean,2.77,8695
1999,Micronesia,East Asia & Pacific,4.39,2579
1999,Moldova,Europe & Central Asia,1.53,946
1999,Mongolia,East Asia & Pacific,2.22,1597
1999,Montenegro,Europe & Central Asia,1.89,4795
1999,Morocco,Middle East & North Africa,2.85,1959
1999,Mozambique,Sub-Saharan Africa,5.83,259
1999,Myanmar,East Asia & Pacific,2.93,309
1999,Namibia,Sub-Saharan Africa,4.12,3744
1999,Nepal,South Asia,4.18,440
1999,Netherlands,Europe & Central Asia,1.65,44575
1999,New Zealand,East Asia & Pacific,1.97,28491
1999,Nicaragua,Latin America & Caribbean,3.2,1273
1999,Niger,Sub-Saharan Africa,7.69,339
1999,Nigeria,Sub-Saharan Africa,6.13,1350
1999,North Macedonia,Europe & Central Asia,1.77,3316
1999,Norway,Europe & Central Asia,1.85,79688
1999,Oman,Middle East & North Africa,3.99,17843
1999,Pakistan,South Asia,4.73,833
1999,Panama,Latin America & Caribbean,2.77,5455
1999,Papua New Guinea,East Asia & Pacific,4.57,1815
1999,Paraguay,Latin America & Caribbean,3.68,3744
1999,Peru,Latin America & Caribbean,2.99,3269
1999,Philippines,East Asia & Pacific,3.85,1573
1999,Poland,Europe & Central Asia,1.38,8069
1999,Portugal,Europe & Central Asia,1.5,20875
1999,Puerto Rico,Latin America & Caribbean,1.97,23460
1999,Romania,Europe & Central Asia,1.3,4777
1999,Russia,Europe & Central Asia,1.16,5876
1999,Rwanda,Sub-Saharan Africa,5.74,319
1999,Samoa,East Asia & Pacific,4.54,2600
1999,Saudi Arabia,Middle East & North Africa,4.14,17691
1999,Senegal,Sub-Saharan Africa,5.57,1097
1999,Seychelles,Sub-Saharan Africa,2.04,9731
1999,Sierra Leone,Sub-Saharan Africa,6.39,293
1999,Singapore,East Asia & Pacific,1.47,31198
1999,Slovak Republic,Europe & Central Asia,1.33,10160
1999,Slovenia,Europe & Central Asia,1.21,17883
1999,Solomon Islands,East Asia & Pacific,4.79,1502
1999,South Africa,Sub-Saharan Africa,2.87,5687
1999,Spain,Europe & Central Asia,1.17,27032
1999,Sri Lanka,South Asia,2.24,1732
1999,St. Lucia,Latin America & Caribbean,2.35,7319
1999,St. Vincent and the Grenadines,Latin America & Caribbean,2.44,4672
1999,Sudan,Sub-Saharan Africa,5.54,970
1999,Suriname,Latin America & Caribbean,2.9,5656
1999,Sweden,Europe & Central Asia,1.5,42742
1999,Switzerland,Europe & Central Asia,1.48,65607
1999,Tajikistan,Europe & Central Asia,4.05,390
1999,Tanzania,Sub-Saharan Africa,5.71,503
1999,Thailand,East Asia & Pacific,1.71,3345
1999,The Bahamas,Latin America & Caribbean,2.17,30775
1999,The Gambia,Sub-Saharan Africa,5.97,518
1999,Togo,Sub-Saharan Africa,5.46,546
1999,Tonga,East Asia & Pacific,4.27,3185
1999,Trinidad and Tobago,Latin America & Caribbean,1.77,9171
1999,Tunisia,Middle East & North Africa,2.21,2898
1999,Turkey,Europe & Central Asia,2.56,7843
1999,Turkmenistan,Europe & Central Asia,2.9,2283
1999,Uganda,Sub-Saharan Africa,6.9,413
1999,Ukraine,Europe & Central Asia,1.12,1700
1999,United Arab Emirates,Middle East & North Africa,2.77,59845
1999,United Kingdom,Europe & Central Asia,1.68,34442
1999,United States,North America,2.01,43769
1999,Uruguay,Latin America & Caribbean,2.27,9208
1999,Uzbekistan,Europe & Central Asia,2.72,794
1999,Vanuatu,East Asia & Pacific,4.46,2736
1999,Venezuela,Latin America & Caribbean,2.87,11598
1999,Vietnam,East Asia & Pacific,2.1,721
1999,West Bank and Gaza,Middle East & North Africa,5.55,2423
1999,Yemen,Middle East & North Africa,6.51,1103
1999,Zambia,Sub-Saharan Africa,6.07,929
1999,Zimbabwe,Sub-Saharan Africa,4.1,1472
2000,Albania,Europe & Central Asia,2.16,2245
2000,Algeria,Middle East & North Africa,2.51,3541
2000,Angola,Sub-Saharan Africa,6.64,2190
2000,Antigua and Barbuda,Latin America & Caribbean,2.32,11982
2000,Argentina,Latin America & Caribbean,2.56,8183
2000,Armenia,Europe & Central Asia,1.65,1404
2000,Aruba,Latin America & Caribbean,1.87,28417
2000,Australia,East Asia & Pacific,1.76,44313
2000,Austria,Europe & Central Asia,1.36,42001
2000,Azerbaijan,Europe & Central Asia,2,1633
2000,Bahrain,Middle East & North Africa,2.8,22955
2000,Bangladesh,South Asia,3.17,509
2000,Barbados,Latin America & Caribbean,1.74,15277
2000,Belarus,Europe & Central Asia,1.32,2879
2000,Belgium,Europe & Central Asia,1.67,40170
2000,Belize,Latin America & Caribbean,3.6,3837
2000,Benin,Sub-Saharan Africa,5.96,694
2000,Bermuda,North America,1.74,79988
2000,Bhutan,South Asia,3.6,1201
2000,Bolivia,Latin America & Caribbean,4.06,1617
2000,Bosnia and Herzegovina,Europe & Central Asia,1.5,3003
2000,Botswana,Sub-Saharan Africa,3.39,4955
2000,Brazil,Latin America & Caribbean,2.3,8778
2000,Brunei,East Asia & Pacific,2.22,35923
2000,Bulgaria,Europe & Central Asia,1.26,3955
2000,Burkina Faso,Sub-Saharan Africa,6.59,435
2000,Burundi,Sub-Saharan Africa,7.01,228
2000,Cabo Verde,Sub-Saharan Africa,3.76,2180
2000,Cambodia,East Asia & Pacific,3.81,431
2000,Cameroon,Sub-Saharan Africa,5.58,1163
2000,Canada,North America,1.49,43638
2000,Central African Republic,Sub-Saharan Africa,5.5,412
2000,Chad,Sub-Saharan Africa,7.35,463
2000,Chile,Latin America & Caribbean,2.11,9469
2000,China,East Asia & Pacific,1.5,1772
2000,Colombia,Latin America & Caribbean,2.39,4765
2000,Comoros,Sub-Saharan Africa,5.38,1295
2000,Congo,Sub-Saharan Africa,5.1,2365
2000,Costa Rica,Latin America & Caribbean,2.37,6230
2000,C?te d'Ivoire,Sub-Saharan Africa,5.86,1336
2000,Croatia,Europe & Central Asia,1.39,10464
2000,Cuba,Latin America & Caribbean,1.62,3473
2000,Cyprus,Europe & Central Asia,1.72,26688
2000,Czech Republic,Europe & Central Asia,1.15,14807
2000,Dem. Rep. Congo,Sub-Saharan Africa,6.75,290
2000,Denmark,Europe & Central Asia,1.77,55851
2000,Dominican Republic,Latin America & Caribbean,2.89,4017
2000,Ecuador,Latin America & Caribbean,3.03,3679
2000,Egypt,Middle East & North Africa,3.23,1951
2000,El Salvador,Latin America & Caribbean,3.02,2686
2000,Equatorial Guinea,Sub-Saharan Africa,5.83,5484
2000,Eritrea,Sub-Saharan Africa,5.33,572
2000,Estonia,Europe & Central Asia,1.36,10108
2000,Eswatini,Sub-Saharan Africa,4.19,2953
2000,Ethiopia,Sub-Saharan Africa,6.53,197
2000,Fiji,East Asia & Pacific,3.09,3315
2000,Finland,Europe & Central Asia,1.73,40450
2000,France,Europe & Central Asia,1.89,38461
2000,Gabon,Sub-Saharan Africa,4.54,10138
2000,Georgia,Europe & Central Asia,1.61,1553
2000,Germany,Europe & Central Asia,1.38,37998
2000,Ghana,Sub-Saharan Africa,4.83,969
2000,Greece,Europe & Central Asia,1.25,23275
2000,Greenland,Europe & Central Asia,2.33,32193
2000,Grenada,Latin America & Caribbean,2.58,6360
2000,Guatemala,Latin America & Caribbean,4.6,2555
2000,Guinea,Sub-Saharan Africa,6.08,573
2000,Guinea-Bissau,Sub-Saharan Africa,5.82,531
2000,Guyana,Latin America & Caribbean,3.02,2383
2000,Haiti,Latin America & Caribbean,4.3,767
2000,Honduras,Latin America & Caribbean,4.06,1620
2000,"Hong Kong SAR, China",East Asia & Pacific,1.03,23016
2000,Hungary,Europe & Central Asia,1.32,10490
2000,Iceland,Europe & Central Asia,2.08,36555
2000,India,South Asia,3.31,829
2000,Indonesia,East Asia & Pacific,2.51,2143
2000,Iran,Middle East & North Africa,2.21,4782
2000,Iraq,Middle East & North Africa,4.89,4311
2000,Ireland,Europe & Central Asia,1.89,42945
2000,Israel,Middle East & North Africa,2.95,27636
2000,Italy,Europe & Central Asia,1.26,36181
2000,Jamaica,Latin America & Caribbean,2.58,4647
2000,Japan,East Asia & Pacific,1.36,42170
2000,Jordan,Middle East & North Africa,4.03,2810
2000,Kazakhstan,Europe & Central Asia,1.8,4492
2000,Kenya,Sub-Saharan Africa,5.18,833
2000,Kiribati,East Asia & Pacific,4.06,1722
2000,Korea,East Asia & Pacific,1.47,15105
2000,Kosovo,Europe & Central Asia,2.95,1920
2000,Kuwait,Middle East & North Africa,2.85,35793
2000,Kyrgyz Republic,Europe & Central Asia,2.4,654
2000,Lao PDR,East Asia & Pacific,4.31,672
2000,Latvia,Europe & Central Asia,1.25,6935
2000,Lebanon,Middle East & North Africa,2.23,6790
2000,Lesotho,Sub-Saharan Africa,4.09,871
2000,Liberia,Sub-Saharan Africa,5.88,607
2000,Libya,Middle East & North Africa,2.86,8967
2000,Lithuania,Europe & Central Asia,1.39,6934
2000,Luxembourg,Europe & Central Asia,1.76,93463
2000,"Macao SAR, China",East Asia & Pacific,0.94,22524
2000,Madagascar,Sub-Saharan Africa,5.55,430
2000,Malawi,Sub-Saharan Africa,6.15,385
2000,Malaysia,East Asia & Pacific,2.78,7010
2000,Maldives,South Asia,2.94,5777
2000,Mali,Sub-Saharan Africa,6.9,554
2000,Malta,Middle East & North Africa,1.68,18307
2000,Mauritania,Sub-Saharan Africa,5.45,997
2000,Mauritius,Sub-Saharan Africa,1.99,5560
